Index,Venue ID,Cluster ID,Event Lon,Event Lat
723,1525133,5,-80.01136,40.445915
457,1540813,0,-80.020142,40.393463
141,1545901,0,-80.049225,40.353638
553,1547551,5,-79.933609,40.453491
695,1553485,6,-80.00345,40.452234
660,1554285,5,-79.958138,40.44442
1102,1555249,5,-79.966255,40.56625
320,1558061,5,-80.177643,40.543304
552,1565820,0,-79.953394,40.4261
263,1570751,0,-80.049942,40.421661
273,1575754,5,-79.992439,40.439758
108,1584182,5,-79.925491,40.451275
87,1594958,5,-80.007385,40.539204
712,1616391,5,-79.769241,40.397785
393,1630673,0,-79.623558,40.353489
812,1684381,5,-79.914375,40.411304
556,1685281,5,-80.018265,40.455486
531,1703991,5,-79.866249,40.387749
599,1787541,0,-80.015526,40.403713
147,1854861,5,-79.900291,40.613205
452,1901291,7,-80.003006,40.440025
378,1929781,5,-79.963943,40.465851
51,2096281,0,-80.005302,40.453037
313,2211961,5,-79.778069,40.442753
554,2265061,5,-79.977776,40.432045
813,2512221,6,-80.005089,40.433796
197,2539771,5,-79.93341,40.45142
595,2570651,5,-79.847076,40.446053
144,2576351,5,-80.06115,40.394966
920,2740061,5,-79.929787,40.39653
740,2962941,5,-79.94738,40.439167
171,3017921,5,-80.050003,40.684216
397,3035311,0,-79.980798,40.426523
267,3113461,5,-80.127556,40.271793
567,3128631,6,-80.011368,40.432426
841,3170301,5,-79.93399,40.45108
771,3188191,5,-79.803024,40.273411
551,3293682,6,-80.005051,40.433773
566,3343672,5,-79.663353,40.422981
1091,3473162,6,-79.997208,40.443962
678,3526612,4,-79.999817,40.455166
616,3668172,5,-79.98274,40.452087
284,3742912,5,-79.976605,40.424941
42,3774262,5,-79.559685,40.563766
570,3780152,5,-79.982803,40.429001
329,3789242,4,-80.000793,40.451824
842,3811682,5,-79.923019,40.434151
814,3813472,5,-79.939697,40.441898
348,3814592,5,-79.918976,40.407063
318,3865112,5,-80.007423,40.51635
676,3915832,5,-79.993324,40.510326
177,3963902,5,-79.947922,40.461079
890,4029452,5,-80.056847,40.343731
579,4230082,5,-79.790154,40.432671
1007,4307832,5,-79.995888,40.440624
745,4347322,1,-80.015648,40.384632
451,4384222,0,-79.925354,40.460972
522,4452202,5,-79.947487,40.439091
349,4454242,0,-79.95536,40.444065
57,4643142,0,-79.925354,40.460972
198,4708992,5,-79.90229,40.446594
165,4759112,5,-79.94216,40.431979
391,4816402,0,-80.034645,40.571003
114,4869282,5,-80.03524,40.396179
291,4915282,5,-80.074348,40.335861
130,4971712,0,-79.96505,40.428066
682,5092312,0,-80.107658,40.553963
401,5107642,3,-79.950623,40.443626
1036,5109072,5,-79.893333,40.432049
586,5137982,5,-79.879773,40.513402
469,5159022,2,-79.945038,40.444664
479,5184822,4,-80.000999,40.454327
845,5251462,5,-79.996216,40.445057
443,5251472,6,-79.995941,40.445377
408,5351532,5,-79.694313,40.425285
429,5431112,3,-79.959,40.444141
635,5446872,5,-79.920517,40.483517
584,5473912,5,-80.181492,40.538679
677,5558282,5,-79.984444,40.450714
373,5581882,3,-79.959839,40.444595
360,5602632,0,-79.955009,40.443687
743,5685902,0,-80.050125,40.421078
950,5817072,5,-80.058952,40.632542
993,5876572,5,-79.959724,40.47121
578,5881012,5,-80.21978,40.451031
1039,5892602,5,-80.083084,40.2682
572,6014232,5,-79.945808,40.449139
906,6046812,5,-79.943054,40.44313
1046,6071822,4,-79.994476,40.443539
307,6195892,5,-79.960884,40.46759
437,6195992,4,-80.021034,40.447826
111,6229922,5,-79.998558,40.442795
999,6271962,5,-79.95311,40.444244
490,6394202,5,-79.995888,40.440624
188,6434262,7,-80.001007,40.443089
475,6466802,0,-79.972321,40.485489
1061,6471662,5,-79.915916,40.482594
224,6532322,5,-79.96476,40.466358
819,6534082,5,-79.89447,40.609432
48,6598742,1,-80.024681,40.410015
251,6634392,5,-80.008224,40.606716
40,6642862,0,-79.997032,40.597488
835,6673642,5,-79.955551,40.443932
619,6682462,5,-80.208757,40.250741
395,6725102,6,-80.005669,40.446945
637,6743682,5,-79.953224,40.442894
377,6759402,5,-80.095688,40.373882
869,6769182,7,-79.987617,40.449604
608,6783622,5,-79.755844,40.425426
123,6814352,0,-80.029968,40.583481
88,6838692,5,-79.995888,40.440624
1049,7042652,5,-79.897369,40.439384
521,7105872,5,-79.882477,40.376675
604,7249992,0,-79.916824,40.457195
621,7282662,5,-79.755844,40.425426
981,7370702,5,-79.995888,40.440624
439,7435612,5,-79.95475,40.465668
526,7557902,5,-80.103912,40.713955
168,7588462,5,-79.888092,40.432568
927,7656232,5,-80.146538,40.438984
21,7670402,5,-79.992615,40.446491
661,7693062,5,-79.794983,40.154251
60,7821902,5,-79.958496,40.46777
594,7999232,5,-79.854491,40.427481
39,8040282,5,-79.560028,40.566906
581,8061402,5,-80.299126,40.710629
410,8062982,5,-80.010818,40.445938
639,8110922,6,-80.003136,40.448093
159,8129432,5,-80.010818,40.445938
153,8337782,5,-79.980501,40.461108
124,8350162,0,-79.911003,40.569515
996,8351232,5,-79.764221,40.446445
703,8383092,5,-79.946861,40.438229
275,8387302,0,-80.050346,40.357605
755,8402532,5,-79.79837,40.570858
466,8438002,5,-80.02826,40.61394
445,8458692,0,-80.066444,40.421051
722,8474052,5,-79.866821,40.442959
528,8526282,6,-80.005005,40.433884
588,8602502,5,-80.050346,40.357605
170,8626252,5,-80.080658,40.654568
183,8659062,5,-79.915207,40.430264
46,8687792,5,-79.892113,40.438137
655,8695512,5,-80.050583,40.633961
644,8708152,6,-80.003136,40.448093
1073,8768792,5,-79.768684,40.210709
280,8773432,0,-80.050346,40.357605
647,8986742,5,-80.12561,40.328297
638,8990902,5,-79.970299,40.434158
976,9005732,5,-79.982841,40.451817
1041,9019432,5,-79.999908,40.442432
327,9023432,6,-80.03286,40.456837
116,9084142,5,-79.941574,40.443504
459,9086712,5,-79.915207,40.430264
105,9126032,0,-79.951599,40.482544
673,9480822,5,-80.163345,40.4492
425,9519742,0,-80.008881,40.452343
925,9522382,6,-79.997261,40.444038
654,9664422,5,-79.92318,40.432911
822,9733902,5,-79.933571,40.45129
489,9846542,3,-79.959839,40.444595
642,9870632,5,-79.941574,40.441753
484,9877242,0,-80.021362,40.394524
115,9877572,5,-79.889725,40.488403
978,9909332,5,-80.0037,40.433197
178,9933862,6,-79.996666,40.443378
610,10077362,0,-80.00666,40.588665
286,10091662,0,-79.926399,40.460884
561,10105052,5,-79.94426,40.60347
261,10137112,5,-79.995888,40.440624
585,10168912,0,-80.045264,40.377009
834,10191762,5,-79.922531,40.438118
747,10221962,0,-80.045265,40.37701
213,10279342,5,-79.995888,40.440624
870,10350782,5,-79.982414,40.428684
634,10380362,5,-79.984444,40.450714
61,10559182,5,-79.946754,40.46014
607,10573372,5,-79.995888,40.440624
605,10633072,5,-79.92305,40.437515
135,10654802,6,-79.98497,40.451527
201,10657782,5,-79.960457,40.470444
287,10681362,5,-80.092499,40.615013
525,10685832,0,-80.110649,40.684097
624,10794842,5,-79.799576,40.570499
744,10850102,5,-80.049744,40.388588
467,10872092,5,-79.538925,40.301456
289,10910102,5,-79.970299,40.434158
517,10964302,4,-80.001251,40.454563
583,11030052,5,-80.42531,40.503017
441,11089472,5,-80.006271,40.516071
952,11173292,5,-79.994278,40.440887
13,11251872,5,-79.923264,40.433186
843,11282242,5,-79.920532,40.483517
557,11287412,5,-79.972458,40.428406
636,11333962,5,-79.984444,40.451702
139,11442842,5,-80.142403,40.448868
150,11666052,1,-80.000687,40.35939
192,11825272,5,-79.885071,40.443966
133,11892872,5,-79.949791,40.434441
651,11918682,5,-79.772186,40.543003
413,12034602,5,-79.941574,40.443504
564,12153052,5,-79.922661,40.438526
587,12238522,5,-80.132675,40.267925
811,12251082,5,-80.003494,40.453106
386,12289292,0,-79.942072,40.444466
860,12366372,5,-79.54493,40.306046
302,12407112,0,-79.99408,40.421764
1038,12449062,5,-79.925362,40.45993
507,12458192,5,-79.922806,40.434963
748,12484142,5,-79.922546,40.438122
12,12495712,5,-79.958191,40.43631
207,12533622,5,-79.94301,40.441658
385,12595442,5,-79.909081,40.43597
838,12703662,5,-80.15062,40.442078
1070,12708072,5,-79.772339,40.437241
210,12733572,0,-79.972717,40.480885
151,12816712,1,-80.044571,40.399273
614,12822202,5,-79.97268,40.471233
699,12886872,5,-79.651054,40.357426
339,12909212,5,-79.922806,40.434963
76,12921352,5,-80.204437,40.282993
28,12956142,5,-79.967049,40.471539
807,13063412,5,-79.71302,40.447395
580,13127742,5,-80.40253,40.502163
24,13138812,5,-79.765609,40.565886
705,13180942,5,-79.960396,40.437542
535,13214112,0,-79.99408,40.421764
82,13254552,5,-80.162399,40.277706
707,13267712,0,-79.995827,40.305035
715,13375122,5,-79.925606,40.459621
718,13391152,5,-79.949791,40.434441
640,13426032,5,-79.921173,40.439598
499,13446692,0,-79.943314,40.44796
290,13720702,5,-80.074104,40.335747
742,13777322,4,-79.966461,40.456776
381,13934212,5,-80.161545,40.434818
129,14048792,5,-80.003166,40.445183
520,14057742,6,-80.003983,40.44796
216,14167812,5,-79.920715,40.452885
984,14170592,5,-79.940178,40.426186
958,14181172,5,-79.922546,40.438122
254,14192352,5,-79.901299,40.448486
14,14215392,5,-79.995888,40.440624
951,14335202,5,-79.99633,40.441681
973,14451612,5,-80.091721,40.655525
729,14482852,5,-79.920235,40.437939
134,14516412,4,-80.018555,40.438122
801,14563582,7,-79.992393,40.447727
265,14588162,5,-79.878464,40.407497
972,14639642,5,-80.101275,40.684382
613,14648632,0,-79.92728,40.570587
558,14677392,5,-80.118187,40.318474
32,14701002,5,-79.983452,40.451618
702,14719302,7,-79.992393,40.447727
276,14757012,5,-80.110054,40.356182
346,14797382,6,-80.006416,40.452835
231,14838612,5,-80.000076,40.442169
905,14944652,5,-80.175659,40.450558
762,15176822,5,-79.931236,40.456402
244,15182542,5,-79.883049,40.488579
823,15264082,5,-79.942162,40.43198
851,15268032,0,-80.016374,40.57202
739,15280752,5,-79.958191,40.43631
368,15309262,5,-79.962784,40.466797
347,15469772,5,-80.110542,40.336761
396,15534812,5,-80.062973,40.394016
777,15576512,5,-79.87912,40.514935
156,15594022,5,-79.995888,40.440624
74,15597412,5,-79.923264,40.433186
899,15695682,0,-80.044815,40.379456
727,15717312,5,-79.920235,40.437939
980,15828292,5,-80.065971,40.393806
529,15833482,6,-80.05249,40.428593
692,15849842,5,-79.822182,40.463753
611,15991352,5,-80.01789,40.448063
1098,15995962,5,-79.995888,40.440624
704,16071262,5,-79.953354,40.434307
733,16092122,5,-79.886032,40.485355
106,16266372,5,-79.879776,40.513401
591,16280402,5,-80.202484,40.220531
680,16422752,5,-80.094559,40.382366
323,16440832,5,-80.035957,40.394169
828,16628452,5,-80.005898,40.605122
508,16657262,5,-79.923012,40.434193
719,16710822,5,-79.923264,40.43586
657,16800842,5,-79.792244,40.347141
694,16805932,5,-80.105179,40.690861
713,16815882,5,-79.820549,40.5462
894,16818692,5,-80.05175,40.349045
1028,16849332,0,-79.916855,40.457188
539,16873602,4,-80.018097,40.445675
272,16905892,7,-80.002068,40.442333
757,16974432,5,-80.055344,40.419453
322,17012432,6,-79.99752,40.44175
758,17049542,5,-80.105698,40.692699
1035,17069652,0,-79.951508,40.482456
128,17111332,5,-79.986343,40.327496
1033,17139572,5,-79.985947,40.428951
562,17154352,5,-79.922546,40.438122
1018,17160552,0,-80.050377,40.35762
54,17223972,6,-79.997398,40.441811
1086,17263282,5,-79.92337,40.43909
448,17316662,4,-80.017593,40.446014
913,17358422,5,0,0
674,17499502,5,-79.985107,40.451435
212,17499532,5,-79.985107,40.451435
218,17499542,5,-79.985107,40.451435
1004,17576652,5,-80.01844,40.45256
988,17593882,5,-79.990585,40.438812
252,17606382,0,-80.045219,40.377373
15,17778672,5,-80.066353,40.395706
820,17808052,5,-79.925156,40.457733
233,17841722,5,-79.922653,40.438213
193,17956022,7,-80.002548,40.443848
773,18043902,5,-80.150963,40.256481
544,18064542,1,-80.020859,40.447392
769,18067952,5,0,0
63,18095142,5,-79.911499,40.458885
145,18164272,5,-80.017685,40.546852
481,18206022,3,-79.943138,40.451195
689,18212122,5,-80.085976,40.407932
45,18225742,5,-79.958076,40.436008
942,18270062,5,-79.893822,40.432533
446,18288442,2,-79.953972,40.440609
932,18340672,0,-80.106682,40.366787
317,18344942,5,-79.982552,40.428871
746,18440092,5,-80.085823,40.406994
99,18444232,5,-79.933891,40.660416
497,18508412,2,-79.953972,40.440609
37,18517682,5,-79.966438,40.462868
691,18585502,5,0,0
432,18616592,5,-79.978737,40.438244
43,18630612,5,-79.948845,40.443424
334,18632532,5,-79.922905,40.435703
532,18634442,5,-79.986404,40.428963
782,18684512,5,-79.997711,40.440193
387,18691112,5,-79.941872,40.44112
390,18710302,2,-79.953972,40.440609
943,18710832,5,-79.97449,40.43158
872,18711172,5,-79.918564,40.407581
947,18715002,5,-79.980644,40.431194
786,18765232,5,-79.996834,40.430218
196,18838672,5,-80.177849,40.446178
862,18864182,5,-79.89257,40.48912
959,18908632,5,-79.950935,40.450214
538,18940752,5,-79.947533,40.461189
500,18975172,0,-80.110771,40.68462
929,19012202,5,-79.919579,40.406658
817,19023012,5,-79.881561,40.44268
666,19036582,5,-80.017258,40.428551
788,19036712,5,-79.958084,40.436432
281,19225842,5,-80.094536,40.382366
808,19365122,5,-79.917595,40.458889
550,19383442,4,-79.999733,40.455265
1034,19450312,5,-79.933632,40.451412
779,19507552,5,-79.914215,40.410877
200,19515162,0,-79.972046,40.478786
724,19520582,5,-79.952347,40.447372
575,19523112,5,-79.677574,40.60037
645,19548532,5,-79.733032,40.3297
53,19584142,5,-79.752747,40.43412
513,19592112,5,-80.18721,40.54636
299,19617192,0,-79.915718,40.456963
1072,19653902,5,-80.152222,40.299229
194,19695892,5,-79.998634,40.442822
58,19765222,5,-80.036903,40.393036
514,19772992,5,-80.11705,40.45023
671,19821872,5,-79.994057,40.44138
962,19873162,5,-79.894615,40.433617
297,19939642,5,-79.923996,40.46228
506,19946762,5,-79.924995,40.460056
494,19960802,0,-80.040382,40.377621
759,20092502,5,-79.778358,40.541355
195,20158732,5,-79.997467,40.438339
420,20190062,5,-80.047058,40.418758
844,20293032,6,-80.007401,40.434921
92,20348552,5,-79.709923,40.646149
541,20434812,5,-79.789192,40.433418
146,20510472,5,-79.933632,40.451412
571,20537552,5,-79.982162,40.45359
609,20661892,5,-80.00944,40.542656
438,20715682,7,-80.011147,40.457176
730,20727282,0,-79.905777,40.565037
8,20771402,5,-79.932976,40.451439
143,20780262,4,-79.993423,40.459293
234,20785082,5,-79.921867,40.438061
480,20785402,5,-79.985237,40.429359
784,20791592,0,-79.915756,40.45705
140,20804532,6,-80.005486,40.433949
392,20841982,0,-79.958817,40.47279
353,20911842,4,-80.001274,40.454563
994,20945062,4,-79.996498,40.444191
774,20983392,5,-80.221909,40.502056
658,21072182,5,0,0
1025,21102912,5,-79.923996,40.46228
361,21116272,5,0,0
664,21312402,0,-80.045219,40.377373
831,21497382,5,-79.90132,40.424454
449,21508182,4,-80.021797,40.536888
363,21653462,0,-80.006615,40.456394
426,21659022,3,-79.950516,40.444019
643,21675962,5,-80.123016,40.446457
107,21776612,5,-79.910728,40.52663
617,21814002,5,-79.915108,40.456543
618,21861202,5,-79.997467,40.438339
166,22100192,5,-79.997467,40.438339
975,22138682,5,-80.128433,40.451164
90,22170312,5,-80.031731,40.409874
708,22252282,5,-79.923729,40.463379
934,22264822,5,-80.006821,40.335602
836,22331022,5,-79.891792,40.487
672,22404122,5,-79.926735,40.460442
230,22446562,1,-80.033188,40.404533
679,22493332,0,-79.976982,40.498138
277,22627552,5,-79.9636,40.526718
1003,22656532,5,-80.036278,40.539452
829,22685752,5,-80.090485,40.613869
189,22802542,5,-79.998665,40.443642
1002,22819422,5,-79.952599,40.444649
696,22862182,0,-79.915764,40.456928
1054,22919942,5,-80.023438,40.427273
665,22944652,0,-79.909813,40.407272
430,22996552,5,-79.925491,40.458763
821,23028852,5,-79.952599,40.444649
732,23047182,0,-79.915756,40.45705
783,23115352,5,-79.926735,40.460442
830,23132172,5,-79.941551,40.441628
331,23249832,5,-79.986038,40.428734
735,23279162,5,-79.935402,40.458191
56,23410252,0,-80.035835,40.393921
598,23471156,5,-80.057274,40.374264
190,23475652,6,-79.996658,40.443264
799,23477578,0,-79.92588,40.460598
293,23485143,5,-79.936012,40.495636
316,23488720,5,-79.979332,40.428696
888,23491338,0,-80.048958,40.365093
354,23499698,5,-79.903923,40.44762
910,23509903,5,-79.944786,40.465469
389,23524084,3,-79.952049,40.434238
95,23530350,5,0,0
101,23530353,5,-80.223083,40.508793
350,23538792,5,-79.984566,40.429134
533,23538896,5,-79.95134,40.4454
790,23548667,5,0,0
918,23549156,1,-79.967606,40.377327
810,23551230,0,-79.960182,40.470879
1,23558137,0,-79.965431,40.426212
857,23558994,5,-79.576874,40.305054
565,23560271,1,-79.982224,40.365257
606,23562219,1,-80.014275,40.352734
741,23570158,5,-80.178238,40.446812
852,23571645,5,-79.964287,40.52829
850,23571659,5,-79.989403,40.563572
992,23572877,5,-79.892113,40.438137
767,23573374,5,-79.957092,40.441185
902,23580435,5,-79.997467,40.438339
796,23583596,5,-79.998177,40.444901
924,23583639,7,-80.002007,40.441521
403,23583711,5,-79.943771,40.465092
464,23583880,1,-79.815643,40.345718
215,23585477,5,-79.923988,40.461502
803,23585852,5,-79.922913,40.437744
228,23586831,5,-80.04072,40.40349
462,23587569,2,-79.953972,40.440609
169,23592287,5,-80.160194,40.304428
751,23592893,5,-79.94915,40.445522
939,23595691,5,0,0
225,23596545,5,-80.103767,40.292664
476,23603543,1,-80.033188,40.404533
422,23605057,5,-80.160919,40.27462
941,23605356,5,-79.950127,40.46257
937,23607152,5,-80.036758,40.376186
919,23608220,5,-79.923538,40.462173
388,23611170,5,-79.941994,40.440399
68,23612354,5,-79.666946,40.455193
527,23614232,5,-80.01411,40.34528
1079,23622534,5,-79.94255,40.45064
375,23624929,5,-79.922905,40.435703
238,23625436,5,-80.09689,40.67315
142,23626200,4,-80.017372,40.446075
945,23626281,5,0,0
1016,23627993,5,-79.925323,40.460354
601,23628270,0,-79.979485,40.455452
948,23633677,5,-80.088402,40.673447
922,23639625,5,-79.961594,40.469284
149,23642275,5,0,0
271,23647886,5,-79.978737,40.428658
1076,23652067,0,-79.957649,40.477592
953,23652384,5,-79.895767,40.4557
955,23653272,5,-80.151283,40.441742
236,23662715,5,-79.941826,40.425671
800,23668599,5,-79.9814,40.437489
229,23670776,5,-80.033928,40.372467
750,23672637,5,0,0
209,23676949,0,-80.079445,40.583988
592,23680042,5,-80.05043,40.356956
775,23682801,5,-80.09745,40.30378
359,23683436,2,-79.953972,40.440609
431,23690449,0,-79.972046,40.478786
6,23691216,5,-79.957092,40.441185
877,23697967,5,-80.023544,40.33268
629,23698306,5,-80.087639,40.37714
243,23698667,0,-79.895859,40.409176
684,23699006,0,-80.096405,40.54076
969,23702087,5,0,0
102,23703940,5,-79.96505,40.465736
98,23704137,5,-79.944771,40.619308
91,23704317,5,-79.940247,40.633209
706,23714193,5,-79.694237,40.428642
734,23715707,5,-79.84634,40.51794
491,23718869,2,-79.956894,40.444096
38,23722927,0,-79.965073,40.427895
765,23725524,5,-79.966797,40.425774
736,23726186,5,-79.922836,40.435524
827,23727242,5,-79.963943,40.465851
648,23727288,5,-80.033188,40.404533
974,23727609,5,-80.104385,40.292255
447,23732286,0,-79.942047,40.444118
81,23736080,5,-80.21772,40.520031
117,23740790,5,-79.960838,40.469887
776,23747047,5,0,0
30,23747461,5,-80.024765,40.411114
889,23750491,5,-80.056671,40.4039
367,23752680,2,-79.948845,40.443424
468,23752694,2,-79.948845,40.443424
465,23765536,5,0,0
1077,23767889,5,-80.178238,40.446812
983,23768174,5,0,0
85,23769367,5,-80.05677,40.633598
242,23771661,5,0,0
222,23771672,5,-79.879341,40.487827
756,23776162,5,-79.922989,40.438274
985,23777050,5,-80.310791,40.692745
132,23781324,5,-80.035248,40.396339
971,23784103,5,-80.053833,40.623138
355,23786211,5,0,0
938,23787541,5,-79.892113,40.438137
749,23791252,5,-79.863716,40.423279
987,23791414,5,-79.88649,40.44231
855,23794982,5,-79.544754,40.303875
167,23797045,5,-79.557869,40.350212
